date,tier,title,grid,clues_across,clues_down
2026-12-04,mini,Brain Snack 18,#R##C##/CIDER#C/#B##U#O/####SIP/HARSH#P/A#O#E#E/Y#ELDER,3. Fermented beverage crafted from the pressed juice of bittersweet apples | 5. A small | 6. Palate descriptor for raw | 8. Elderflower or elderberry plant whose blossoms yield fragrant,1. Crisp stalk of fresh green celery trimmed to garnish a savory Bloody Mary or Red Snapper | 2. Ice shattered into tiny crystalline fragments to maximize chilling rate in tropical drinks | 4. Malleable reddish metal used to fabricate distillation stills and mule mugs | 6. Toasted sweet meadow grass infused into modern artisanal bourbons to impart rustic farm notes | 7. Savory fish caviar served on mother-of-pearl spoons alongside chilled dry martinis
2026-12-04,midi,Brain Teaser 18,###INN#WHIP/##F#A#V#O#I/#SOURNESS#L/C#R#D#L#E#S/OAT#I#A####/R#H#N#DISH#/D##FINO#A#P/I#####R#L#I/AUTOCLAVE#P/L#O#A###ROE/##PUNCHES#S,1. Historic roadside public house providing food | 3. A rapid shake conducted with only a few pebble ice cubes to aerate without over-diluting | 8. The palate perception of crisp tart acidity derived from fresh citrus juices | 10. Cereal grain added to brewing mashes to contribute velvety mouthfeel and creamy head to stout | 11. Shallow ceramic bar bowl filled with spiced olives or roasted almonds for table snacks | 13. Very pale | 15. High-pressure industrial stainless steel steam cooker used to bake harvested agave hearts rapidly | 18. Savory fish caviar served on mother-of-pearl spoons alongside chilled dry martinis | 19. Communal bowls of spirit citrus spices sugar and water that birthed modern cocktails,2. Historic distillery in Bassano del Grappa celebrated for grappa and bitter digestifs | 4. Flexible food-grade silicone tubing used to transfer beer wash or spirits between vessels | 5. Colloquial European shorthand for a crisp | 6. Scottish firth near Edinburgh whose shores house historic grain distilleries and bond houses | 7. Fluted glass prayer candle holder repurposed in Oaxacan bars to serve neat mezcal | 9. Sweet fruit-forward or herbal liqueur or an intensely concentrated sour syrup | 12. Centuries-old French gentian apéritif produced in the volcanic Massif Central | 14. Plural of the large wooden casks used to age and ship fortified Portuguese port wine | 16. To fill the remaining headspace of a tall glass with soda | 17. Aluminum beverage container increasingly used for ready-to-drink craft cocktails
2026-12-04,main,Brain Bender 18,####RIB##TAJIN#/##L#A#URN####O#/#CORKED####FINO/N#W#I##CASK##I#/U#BASE###N###N#/TEA#####FIASCO#/##L##S###F#U###/WALNUT#BIT#BRUT/A####R#A#E##I##/RAW##A#TERPENES/M####I#C##L#S##/SAP#ANCHO#AGED#/##O####I##T####/HAT####N#WOOD##/##S#TWIGS######,1. Crisp stalk of fresh green celery trimmed to garnish a savory Bloody Mary or Red Snapper | 3. Popular Mexican seasoning blend combining ground chili peppers | 6. Heated ceramic or metal dispensing vessel utilized to keep mulled wine and hot toddies warm | 7. Wine ruined by the chemical compound TCA | 8. Very pale | 10. Individual wooden barrel used to mature refine and color fine spirits | 12. The foundational high-proof primary spirit around which a cocktail recipe is constructed | 13. Tannic herbal infusion frequently deployed as the diluting weak element in historic punches | 14. Historic round straw-covered glass flask traditionally used to package Chianti wine | 17. Nut utilized to produce traditional bitter Italian Nocino digestif liqueurs | 18. Colloquial abbreviation for a micro-dose dash of aromatic bitters | 19. Dry classification for sparkling wines containing less than twelve grams of sugar per liter | 21. Unrefined natural sugar or raw unpasteurized egg white used to create a silky sour foam | 22. Aromatic hydrocarbon compounds abundant in citrus rinds juniper berries and hops | 24. Sweet raw fluid tapped from birch or maple trees fermented into regional wilderness wines | 26. Dried poblano chile providing sweet raisin notes and smoky warmth to Mexican liqueurs | 27. Matured inside charred or toasted wooden casks to pick up color and complexity | 28. Dense | 29. Porous European or American oak whose extraction provides vanillin and color to resting spirits | 30. Plural of the woody botanical sprigs like thyme and rosemary deployed as fragrant garnishes,1. Plural of the aniseed-flavored spirits served with cold water as Turkey's national drink | 2. Aromatic dried flower bud like clove or unexpanded hop cone used in brewing and infusions | 4. Distinguished Friulian family distillery celebrated for artisanal grappa and Amaro Nonino | 5. Short flat-bottomed tumbler identical to an Old Fashioned or rocks glass | 9. Hard-shelled seed like hazelnut or walnut macerated to yield rich nutty winter liqueurs | 11. Short-stemmed wide-bottomed glass narrowing at the top to concentrate brandy aromas | 15. To swap one spirit or modifier for another in a standard recipe to create a variation | 16. To separate liquid cocktail from used ice and muddled pulp when pouring into the serving glass | 17. Gently raises the temperature of a spiced holiday ale or mulled winter wine before serving | 18. Scaling and pre-combining cocktail recipes in bulk to ensure consistency and speed | 20. Technique of coating a chilled glass interior with a fragrant spirit like absinthe before pouring | 23. Hydrometer scale measuring the concentration of dissolved extract in beer wort | 25. Plural of the traditional bulbous copper kettles used for artisanal batch distillation
2026-12-05,mini,Commuter Special 18,##G##A#/#BRAZIL/T#E##R#/AGE####/J#CUMIN/ICE#A##/N##STIR,3. South American giant renowned for unrefined sugarcane cachaça and the muddled lime Caipirinha | 5. Maturation period inside a wooden cask that mellows raw distillate | 6. Earthy | 8. The bartender's indispensable thermodynamic coolant and dilution control agent | 9. Gentle rotational mixing technique utilizing a teardrop barspoon to avoid aerating drinks,1. Mediterranean nation celebrated for aniseed-flavored ouzo and floral Metaxa grape brandy | 2. Delicate aerated foam or bubble cloud created with soy lecithin to crown modern cocktails | 4. Popular Mexican seasoning blend combining ground chili peppers | 7. Textured rubber runner placed beneath glassware on the bar rail to collect overflow droplets
2026-12-05,midi,Perfect Puzzler 18,TIP####BURN/A#O#C##O##U/B#STRAWTEST/#V##E###A#S/TEA#M##RUN#/#R#CAN##D#S/#D##N#SWEET/PIRATE##V#E/#T##S#A#I#M/DATE##LEES#/#S##TIE####,1. Financial gratuity left by a patron to reward attentive hospitalian service | 3. The warming | 6. Quality control ritual using a finger-capped straw to sample a drop of cocktail | 9. Tannic herbal infusion frequently deployed as the diluting weak element in historic punches | 10. A single complete cycle of heating | 11. Aluminum beverage container increasingly used for ready-to-drink craft cocktails | 13. Primary taste sensation delivered by sucrose honey and fruit nectars | 14. Seafaring outlaw historically associated with stolen Spanish wine and Caribbean rum rations | 16. Sweet desert palm fruit steeped into rich brandies and spiced syrups for winter punches | 17. Dead yeast cells and sediment settling to the bottom of wine and beer tanks | 18. Formal uniform neckwear or the act of knotting a slender strip of citrus peel for garnish,1. Running ledger of drink purchases settled at the conclusion of a bar visit | 2. Point of sale computer terminal used by bartenders to enter drink orders and process checks | 3. Colloquial abbreviation for a glass bottle stored in the speed well | 4. Complimentary roasted and salted legumes served on bar counters to stimulate thirst | 5. Plural of the traditional-method French sparkling wines produced outside the Champagne AOC | 7. Clear unaged fruit brandy produced by fermenting and distilling orchard fruit like pears or plums | 8. Plural of the bright green Mexican chasers blending pineapple juice | 12. Slender vertical glass column supporting the bowl to prevent hand heat warming the cocktail | 15. Top-fermented malt brew produced with warm fermentation yeast strains
2026-12-05,main,The Grand Grid 18,AGE#######B##T#/L##ELDERFLOWER#/EGG#A##O##X##A#/M###WINE#C#L#I#/BUCK#N##TREACLE/I#R##NET#A#R###/CLEAN###ICED#U#/S#M####C#K##DRY/#GARIBALDI###B#/####S##Y#NORWAY/###HOT#DOG#O#N#/#P##M##E###O##H/#ULLAGE##ANT##O/#M##L####S#SUDS/#PORTOLIGHT###E,1. Maturation period inside a wooden cask that mellows raw distillate | 4. Delicate creamy blossom that yields fragrant | 7. Emulsifying cocktail ingredient whose white yields a silky textural foam collar | 8. Fermented beverage crafted from the juice of vitis vinifera grapes | 12. Historic highball family pairing spirits with citrus juice and effervescent ginger beer | 14. British dark sweet syrup bridging golden cane syrup and blackstrap molasses | 15. Fine wire mesh screen used during double-straining to catch microscopic ice shards | 16. Palate descriptor for a neutral | 17. Thoroughly chilled with solid ice chunks or served over crystalline cubes in a tumbler | 20. Flavor descriptor denoting the complete absence of residual sweetness | 21. Simple Italian two-ingredient masterpiece combining bitter Campari with aerated orange juice | 23. Nordic home of Linje aquavit aged inside oak sherry casks that cross the equator on sea vessels | 25. Serving temperature suited for a buttered rum or winter toddy | 26. The classic Salty Dog cocktail combining vodka or gin with grapefruit juice in a salted glass | 29. The empty air space existing between liquid and closure in a bottle or cask | 30. Roasted and crushed chicatana flying ant seasoning blended with salt to accompany neat mezcal | 31. The thick aerated foam head blooming atop a freshly poured draught beer or stout | 32. Modern South American sour shaking Peruvian pisco with lime,1. Plural of the historic pot stills featuring a rounded kettle and swan neck | 2. Cellar storage crate or modern bag-in-box wine packaging format | 3. The Kentucky Bourbon Trail: an organized tourism route connecting historic distilleries | 5. Legislative statute governing liquor licensing closing hours and taxation | 6. Savory fish caviar served on mother-of-pearl spoons alongside chilled dry martinis | 9. Historic roadside public house providing food | 10. Striking an ice cube with the back of a barspoon to fracture it for chilling | 11. Rendered pork lipid used in culinary mixology to fat-wash bourbon for savory old fashioneds | 13. The dense | 18. City-center cocktail bars and micro-distilleries driving modern craft mixology revivals | 19. Historic Scottish river running through Glasgow that powered the Scotch export shipping trade | 22. Sugar alcohol utilized by modern mixologists to blow structural clear sugar garnishes | 24. Plural of the underground plant structures like gentian and angelica providing bitter depth | 27. Mechanical impeller transferring hot wort | 28. Flexible food-grade silicone tubing used to transfer beer wash or spirits between vessels | 30. Fine carbon residue produced from roasting agave hearts in subterranean earthen pit ovens
2026-12-06,mini,Fast Five 18,##FLIPS/#P#E#O#/PARADIS/#L#F#R#/FOG#BEE/#M##I##/CAROB##,1. Category of rich cocktails shaken with spirits sugar and an entire raw egg | 5. Dark secluded cellar where a Cognac house preserves its oldest vintage demijohns | 6. Dense aromatic white vapor produced when dry ice or liquid nitrogen meets cocktail liquids | 7. The industrious insect whose sweet wildflower honey anchors the Prohibition Bee's Knees | 8. Sweet Mediterranean tree pod roasted and infused into rich winter liqueurs and cordials,2. Aromatic fresh plant leaf like spearmint | 3. Clear French fruit eau-de-vie double-distilled from ripe Williams pears | 4. Refreshing Mexican tequila cocktail topped with fizzy tart grapefruit soda and salt | 7. Acronym for Bottled in Bond
2026-12-06,midi,Coffee Break 18,M######WHIP/A#GINS#O#C#/R####C#RYE#/CLOSEOUT##B/###U#T##TEA/GAMMEL##O#C/I#A##A#ARAK/N#L##N##C##/#CLOUD##HAT/##E#####E#I/##TOASTED#P,2. A rapid shake conducted with only a few pebble ice cubes to aerate without over-diluting | 4. Plural classification of botanical distillates defined by dominant wild juniper berry aromatics | 6. Grain spirit that lends a dry and peppery spice backbone to a classic Manhattan | 7. The late-night procedure of counting drawers wiping down rails and storing garnishes | 10. Tannic herbal infusion frequently deployed as the diluting weak element in historic punches | 11. Gammel Dansk: traditional Danish bitter herbal spirit consumed at celebratory breakfast toasts | 13. Clear Levantine distilled spirit flavored with aniseed that turns milky white with water | 14. The milky | 15. Dense | 17. Heavily heated over fire without burning to caramelize wood sugars inside barrel staves,1. French pomace brandy distilled from the skins and seeds remaining after grape pressing | 2. Sweet unfermented liquid extracted from mashing grains before yeast pitching | 3. The bartender's indispensable thermodynamic coolant and dilution control agent | 5. The nation world-renowned for single malt whiskies matured inside seasoned oak casks | 8. The total financial balance of a bar check encompassing food | 9. Small secondary glass of water soda or beer served alongside a neat pour | 10. Singed with an open butane flame to release caramelized essential oils from fresh garnishes | 11. Botanical spirit flavored predominantly with aromatic juniper berries | 12. Heavy wooden hammer utilized alongside a canvas Lewis bag to crush ice | 16. Financial gratuity left by a patron to reward attentive hospitalian service
2026-12-06,main,Heavy Hitter 18,BED##P#B#ETNA##/##ROSEMARY#U#G#/##Y##R#R#E#T#U#/PIPE#RAKI#STEMS/##O##Y#E###Y##I/#BUNG##E#H####P/##R##COPPER#S##/S####U###M##P#P/A##KIT###IMBIBE/B#####L##N##N#A/ASH#Z#I#AGAR##C/#H##U#M##W#O##H/BICICLETTA#OIL#/#M##C##O#Y#T#O#/##BEAM#T####AGE,1. The porous filter layer of crushed grain husks resting inside a mash tun during lautering | 5. Volcanic Sicilian mountain whose mineral-rich slopes yield complex wines and herbal amari | 7. Resinous | 9. Traditional wooden cask size utilized for aging and shipping fortified port wine | 10. Aniseed-flavored distilled spirit regarded as the national apéritif of Turkey | 11. Slender vertical supports of fine glassware designed to prevent hand heat warming the drink | 13. Tapered wooden or silicone stopper hammered into a barrel hole to seal it | 15. Malleable reddish metal used to fabricate distillation stills and mule mugs | 19. Portable leather or canvas roll containing a bartender's personal jiggers | 20. The deliberate and joyful social act of drinking intoxicating cocktails in good company | 22. Fine carbon residue produced from roasting agave hearts in subterranean earthen pit ovens | 25. Plant-based gelatin extracted from red algae utilized for freeze-thaw cocktail clarification | 27. Italian café apéritif combining dry white table wine with bitter Campari and a soda topper | 29. Volatile aromatic liquid expelled from citrus rinds to perfume the surface of a cocktail | 31. Famous Kentucky bourbon distilling family synonymous with Clermont and white label whiskey | 32. Maturation period inside a wooden cask that mellows raw distillate,2. Measuring spirits and syrups into an empty shaker tin before adding the ice cubes | 3. Traditional fermented beverage produced exclusively from the juice of specific pear varieties | 4. Colloquial term for a professional host and bartender working behind the counter | 5. Colloquial term for a morning revitalizer cocktail or a drop of modifier | 6. Sensory tasting descriptor for oxidized hazelnut notes found in Oloroso sherries and orgeat | 8. Arabic tree exudate boiled with sugar to produce velvety gomme syrup | 12. A small | 14. Daiquiri variation favored by the author featuring white rum lime grapefruit juice and maraschino | 15. The deliberate operational division separating heads | 16. To twirl a twisted barspoon or swizzle stick rapidly between both palms to chill a drink | 17. Ancient Italian syrup produced by slowly simmering unfermented grape must over open fires | 18. Orchard stone fruit pureed with sparkling prosecco to create the Venetian Bellini | 21. Green citrus fruit providing the essential tart crispness in Margaritas and Daiquiris | 23. Low-alcohol cocktail engineered to moderate ethanol consumption over long sessions | 24. Historic Italian amaro flavored with Chinese rhubarb root and cardamom | 26. Underground plant tissue such as ginger or gentian that contributes grounding earthy notes | 28. Daily rum ration issued to Royal Navy sailors until Black Tot Day in 1970 | 30. The official shift journal recording daily bar inventory
2026-12-07,mini,Quick Solve 19,PIG####/O##CHAR/R#L###A/TWISTED/S#N#W#L/##JUICE/AGE#G#R,1. Historic term for a clandestine unlicensed 19th-century saloon | 2. The blackened carbonized wood layer torched into the interior walls of new bourbon barrels | 5. Curled into a tight spiral to express essential citrus oils across the surface of a cocktail | 7. Fresh liquid extracted from citrus fruits providing the indispensable acid foundation in sours | 8. Maturation period inside a wooden cask that mellows raw distillate,1. Plural of the fortified Portuguese sweet dessert wines aged in seasoned wooden pipes | 3. German thirst-quenching hybrid drink blending crisp lager with citrus soda | 4. Norwegian aquavit matured in seasoned sherry casks that cross the equator twice on cargo ships | 6. Woody botanical sprig of rosemary or thyme torched over a cocktail glass as a smoking garnish
2026-12-07,midi,The Daily Grid 19,POP##V#####/##I#RINDS##/MINT#N####B/U##I#C##H#A/LEAN#I#PEAT/E##T#T##A##/S#LASTWORD#/##I##O##T##/TAPS##SECCO/#J##TEA#U##/TINS##P#TAB,1. Audible sound of a sparkling wine cork release or colloquial term for soda | 4. Plural of the tough protective skins of citrus fruits containing volatile aromatic oil sacs | 5. Herbaceous aromatic plant gently pressed or slapped to release essential oils in a Julep | 9. A bone-dry cocktail formulation prepared with minimal sweetening agents to emphasize spirit | 10. Decomposed vegetable matter burned to dry barley malt and impart phenolic smoke | 11. Prohibition-era equal-parts sour combining gin green Chartreuse maraschino liqueur and fresh lime | 12. Plural of the draught beer faucets lining the back counter of a modern public house | 14. Italian wine and vermouth label descriptor denoting a dry crisp finish | 15. Tannic herbal infusion frequently deployed as the diluting weak element in historic punches | 16. Plural of the stainless steel vessels that seal together to form a two-piece Boston shaker | 17. Running ledger of drink purchases settled at the conclusion of a bar visit,2. Slender metal or bamboo skewer used to spear brandied cherries and olives | 3. Thick | 5. Plural of the refreshing highball cocktails pairing spirit with spicy ginger beer and fresh lime | 6. Tinta Roriz: the Portuguese name for Tempranillo grapes used to make fortified port wine | 7. Iconic fruit bat symbol emblazoned across every bottle of Bacardi rum since 1862 | 8. The pristine middle fraction of a distillation run captured for cask aging | 11. The outer rim of a glassware bowl where garnishes are balanced | 13. Peruvian spicy yellow chili pepper muddled into fiery pisco sours and tropical drinks | 14. Sweet raw fluid tapped from birch or maple trees fermented into regional wilderness wines
2026-12-07,main,The Masterpiece 19,ASH#Q#A##SHARD#/#E#MULL##U#####/#A##E#O##D##E#M/FLAIR#E##SWIG#I/O###C##M##O#GAS/G#B#U##AMARI##O/#WASSAIL##T####/##G####V#####V#/M##R#BUAL###BED/ANTICA#S#I#P#N#/R##C#T#ISOMALT#/S#CHICHA#D#L###/A#O##H###I#OAK#/L#CUBES##N#M#I#/A#O##D#CREMANTS,1. Fine carbon residue produced from roasting agave hearts in subterranean earthen pit ovens | 5. Sharp needle of ice caught by a fine-mesh cone strainer during the double-straining pass | 6. Process of heating cider or red wine with whole winter spices and citrus peels | 9. Theatrical bartending style involving juggling bottles tins and dazzling glass manipulation | 10. A generous unmeasured gulp of a beverage taken directly from a glass or flask | 13. Carbon dioxide or nitrogen used to carbonate beverages and propel draught liquid through lines | 15. Plural classification of bitter herbal Italian digestif liqueurs | 16. Historic English spiced ale or mulled cider punch shared communally during winter festivals | 20. Fragrant | 21. The porous filter layer of crushed grain husks resting inside a mash tun during lautering | 22. Carpano Antica Formula: luxurious sweet red vermouth rich with real vanilla beans | 25. Sugar alcohol utilized by modern mixologists to blow structural clear sugar garnishes | 26. Ancient Andean beverage produced by fermenting corn chewed to convert starches | 27. Wood barrel standard responsible for lending vanillin and wood tannins to aged spirits | 29. Uniform square ice units utilized for standard shaking | 30. Plural of the traditional-method French sparkling wines produced outside the Champagne AOC,2. Protective heat-shrink foil capsule or wax shell safeguarding a bottle closure from air | 3. Botanical tree genus encompassing the white and European oaks used for spirit casks | 4. Succulent desert plant whose soothing | 5. The thick aerated foam head blooming atop a freshly poured draught beer or stout | 7. Emulsifying cocktail ingredient whose white yields a silky textural foam collar | 8. Fermented Japanese savory paste fat-washed into bourbon to impart deep brothy umami | 9. Dense aromatic white vapor produced when dry ice or liquid nitrogen meets cocktail liquids | 11. Sweet unfermented liquid extracted from mashing grains before yeast pitching | 12. Ancient Mediterranean grape variety yielding rich | 14. Canvas Lewis pouch utilized with a heavy wooden mallet to pulverize clear ice into gravel | 17. Gas relief valve atop a fermentation tank allowing metabolic carbon dioxide to escape safely | 18. Fortified wine produced around the Sicilian city of Marsala used in aperitifs and cooking | 19. Cocktail simple syrup prepared at a concentrated ratio of two parts sugar to one part water | 20. Pre-measured and combined in bulk quantities to ensure rapid | 23. Medicinal antiseptic aroma nuance detected in heavily peated Islay single malt whiskies | 24. Refreshing Mexican tequila cocktail topped with fizzy tart grapefruit soda and salt | 26. Cream of coconut shorthand | 28. Portable leather or canvas roll containing a bartender's personal jiggers
2026-12-08,mini,Morning Coffee 19,###FLIP/K#H###I/I#A#DEN/R#Z#E#E/SPEAR#N/####B#E/TOMMYS#,1. Creamy historic cocktail category shaken with spirits sugar and a whole intact raw egg | 5. Intimate subterranean cocktail lounge or cozy neighborhood retreat dedicated to fine drinks | 6. Long narrow strip of cucumber or pineapple used to adorn tall highballs | 7. Tommy's Margarita: modern San Francisco classic substituting rich agave nectar for triple sec,2. Sharp pine-scented terpene compound found in juniper berries rosemary and turpentine | 3. Plural of the classic French apéritifs combining crème de cassis with crisp dry white wine | 4. Pleasing cloudy suspension of natural proteins and hop polyphenols in unfiltered craft ales | 5. Classic cocktail shaking bourbon with fresh tart grapefruit juice and honey syrup
2026-12-08,midi,Midday Break 19,#PUB#C#####/#H##BARREL#/DEN##S###E#/#N#TIKIS#A#/NOG##S#H#F#/#L####BIT##/#STIRS#K#G#/##O#U##W#A#/#UNDERBARS#/##I####S###/RICARD#AEJO,1. Traditional British drinking establishment named as an abbreviation of public house | 3. Wooden coopered storage vessel that expands and contracts to mature spirits over years | 5. Intimate subterranean cocktail lounge or cozy neighborhood retreat dedicated to fine drinks | 6. Plural term for tropical drinks served in exotic ceramic Polynesian vessels | 8. Rich holiday beverage crafted with beaten eggs cream sugar and spirits | 9. Colloquial abbreviation for a micro-dose dash of aromatic bitters | 10. Circular gentle rotations of a barspoon around a mixing glass to chill without bubbles | 14. Plural of the lower modular stainless steel sinks and drainboards situated beneath the bar | 15. Iconic commercial pastis brand created in Marseille renowned for its licorice profile | 16. Tequila matured in small wooden barrels for at least one year to impart amber wood nuances,1. Plural of the medicinal | 2. Wooden barrel containers used to age and mature spirits wines and beers | 4. Aromatic fresh plant leaf like spearmint | 7. Tart Okinawan flat lemon squeezed over crushed ice with local awamori spirit in highball serves | 11. Bitter carbonated mixer sweetened with sugar and flavored with cinchona quinine | 12. Intensely bitter aromatic herb used in ancient folk tonics and medicinal restorative cordials | 13. Carbon dioxide or nitrogen used to carbonate beverages and propel draught liquid through lines
2026-12-08,main,Weekend Edition 19,#W#L#TOP#ROLLED/BOTA###AJI##I#R/#R#R#A#D#M##B#Y/#MUDDLED###HAY#/#B###E#L##D#T##/#O#MASHES#I#I##/#X######TEA#O#F/###R##T#R#CYNAR/POMEGRANATE#S#O/U##P##P#I#T###T/F#KEGS##N#Y#G#H/F##A###B#FLORA#/###LOG#A#R##E##/####I##CHERRY##/HOTEL##K#E#####,3. To fill the remaining headspace of a tall glass with soda | 5. Gently tipped between mixing tins without agitation to mix a drink without creating foam | 8. Traditional teardrop-shaped Spanish leather bladder used to squirt wine into the mouth | 9. Peruvian spicy yellow chili pepper muddled into fiery pisco sours and tropical drinks | 11. Pressed firmly with a blunt tool to extract juices oils and aromatic compounds | 12. Toasted sweet meadow grass infused into modern artisanal bourbons to impart rustic farm notes | 14. Plural of the warm cereal and hot water mixtures resting inside distillery mash tuns | 16. Tannic herbal infusion frequently deployed as the diluting weak element in historic punches | 20. Bitter Italian amaro infused with artichoke leaves and a proprietary blend of botanicals | 21. Ruby-seeded fruit freshly pressed and simmered with sugar to craft authentic cocktail grenadine | 22. Plural of the stainless steel pressurized barrels delivering draught beer and cider to bar taps | 25. The diverse botanical plant kingdom providing aromatic roots | 26. The official shift journal recording daily bar inventory | 28. Stone fruit brandied or preserved in marasca syrup to garnish classic stirred Manhattans | 29. Grand hospitality establishment whose bars birthed classic drinks like the Singapore Sling,1. Cold water cooling tub housing the coiled copper condensing worm of a traditional still | 2. Rendered pork lipid used in culinary mixology to fat-wash bourbon for savory old fashioneds | 4. Wooden board crafted with circular indentations to serve a tasting flight of craft beers | 5. Circumference of a cocktail glass often coated with citrus juice and salt or sugar | 6. Plural of the ceremonial drink pourings to deities or cheerful rounds enjoyed with friends | 7. Flavor descriptor denoting the complete absence of residual sweetness | 10. Plural classification of top-fermented beers encompassing pale ales | 13. Natural fermentation byproduct contributing a rich | 15. To separate liquid cocktail from used ice and muddled pulp when pouring into the serving glass | 17. The light | 18. The ratification of the Twenty-First Amendment in 1933 that abolished Prohibition | 19. Faucet system used to draw draught beer or pre-batched cocktails from a pressurized keg | 21. A fragrant plume of wood smoke escaping when a cloche is lifted before a guest | 23. Grey Goose: luxury French vodka distilled from Picardy wheat and Gensac spring water | 24. Small secondary glass of water soda or beer served alongside a neat pour | 25. Pouring technique where fluid volume is estimated accurately by mental tempo without jiggers | 27. Volatile aromatic liquid expelled from citrus rinds to perfume the surface of a cocktail
2026-12-09,mini,Brain Snack 19,#FLORAL/#E#####/#R#BITE/#N#E#I#/AERATED/#T#M##I/ASH#SAP,1. Fragrant aroma nuances reminiscent of elderflower violets roses and chamomile | 2. Sharp alcohol burn or ginger heat perceived acutely on the palate | 4. Charged with microscopic air bubbles through vigorous shaking to create velvety mouthfeel | 6. Fine carbon residue produced from roasting agave hearts in subterranean earthen pit ovens | 7. Sweet raw fluid tapped from birch or maple trees fermented into regional wilderness wines,1. Plural of the intensely bitter | 2. Famous Kentucky bourbon distilling family synonymous with Clermont and white label whiskey | 3. Formal uniform neckwear or the act of knotting a slender strip of citrus peel for garnish | 5. Quick immersion of glassware rims into juice or cordial before applying garnishes
2026-12-09,midi,Brain Teaser 19,CHOPIN##PUB/O##I#A##E#E/P##T#K#BASE/PIN##E#I##T/E##BODEGAS#/R##A#F###E#/#S#R#A#ACAI/#H#F#M###S#/RAIL#O##OAK/#K#Y#U###L#/RED##SOT#T#,1. Luxury Polish vodka brand distilled exclusively from estate-grown potatoes | 4. Traditional British drinking establishment named as an abbreviation of public house | 6. The foundational high-proof primary spirit around which a cocktail recipe is constructed | 7. Slender metal or bamboo skewer used to spear brandied cherries and olives | 8. Plural of the traditional Spanish aging cellars where sherry soleras mature under heat | 11. Dark purple Brazilian Amazonian palm berry pureed into vibrant | 12. The front perimeter channel of the bar counter where patrons lean and drinks are presented | 13. Wood barrel standard responsible for lending vanillin and wood tannins to aged spirits | 14. Vibrant crimson tint characteristic of an Italian bitter apéritif or sweet vermouth | 15. Archaic colloquial term for an habitual or notorious drinker,1. Malleable reddish metal used to fabricate distillation stills and mule mugs | 2. Subterranean earthen conical oven filled with burning hardwood used to roast agave hearts | 3. Modern equal-parts classic created by Joaquín Simó with mezcal | 4. Butterfly pea blossom steeped to create an indigo tea that turns bright violet when exposed to acid | 5. Earthy crimson root vegetable roasted and pureed to lend deep red hue and earthy sugar to sours | 6. Large format geometric ice cube carved to minimize surface area and slow down dilution | 8. A colorful slang term for a regular patron who spends long hours seated at the bar counter | 9. Mineral salt evaporated from ocean water used to crust the perimeter of margarita glassware | 10. Agitative mixing technique used with citrus and dairy to chill aerate and emulsify
2026-12-09,main,Brain Bender 19,#FIT#SPEED##S##/#L#U#####E#NEW#/#A#BATCHING#K#G/#G##N#L##M#ETNA/HOT#T#O#RAIL##S/#N#P##V##R#D###/##VESPER#K#I#C#/#N#N#E####WASH#/NORI#ACIDS#B#A#/#N#C#R####BLOCK/TIKI##T#T##O#H#/#N#LINALOOL##A#/COOL##P#R#A#W#B/###I####CERVEZA/DOWNS###H#D#B#R,1. The secure friction seal formed between two metal tins when locking a Boston shaker | 3. Ergonomic cocktail layout engineered to maximize rapid drink production during busy rushes | 6. Modern cocktail prefix designating contemporary regional classics like the New York Sour | 7. Scaling and pre-combining cocktail recipes in bulk to ensure consistency and speed | 11. Volcanic Sicilian mountain whose mineral-rich slopes yield complex wines and herbal amari | 12. Serving temperature suited for a buttered rum or winter toddy | 13. The front perimeter channel of the bar counter where patrons lean and drinks are presented | 15. The iconic dry martini variation conceived by Ian Fleming combining gin vodka and Kina Lillet | 19. The fermented liquid wort or wine ready to be pumped into a copper still | 20. Toasted marine seaweed sheet clipped to glassware rims to provide maritime salinity | 21. Plural of the organic chemical compounds like citric and malic acid that balance cocktail sugar | 22. Massive geometric cube of crystal-clear Clinebell ice carved to melt at a slow | 23. Polynesian pop cocktail genre celebrated for exotic rums and elaborate tropical decor | 26. Floral terpene alcohol compound naturally present in lavender | 28. To gently lower the temperature of a beverage or glassware prior to service | 31. The Spanish word for cold | 32. Cocktails served without ice in stemmed glasses after being shaken or stirred,1. Large historical vessel with a handle and spout used to hold beer cider or wine | 2. Large container packed with crushed ice to chill bottled beers and wines | 4. Scandinavian nation renowned as the historic home of Peter Heering's cherry cordial | 5. Traditional designation for German and Austrian sparkling wines produced in regional cellars | 8. Roasted and crushed chicatana flying ant seasoning blended with salt to accompany neat mezcal | 9. Pungent dried flower bud pinned into citrus peels for hot spiced winter punches | 10. Carbon dioxide or nitrogen used to carbonate beverages and propel draught liquid through lines | 11. Refreshing highball cocktail combining reposado tequila with crème de cassis | 14. Modern classic Scotch sour created by Sam Ross featuring ginger honey and a peaty float | 16. Orchard fruit cold-fermented and double-distilled to yield fragrant clear Poire Williams brandy | 17. Clear | 18. Distinguished Friulian family distillery celebrated for artisanal grappa and Amaro Nonino | 24. Faucet system used to draw draught beer or pre-batched cocktails from a pressurized keg | 25. Butane culinary flame used behind the bar to caramelize herbs and toast sweet garnishes | 27. Rendered pork lipid used in culinary mixology to fat-wash bourbon for savory old fashioneds | 29. Tangled gossamer threads spun by cellar spiders across historic vintage wine bottles | 30. The counter across which hospitality and mixed drinks are served
